,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
2335,1,2,0,0,0,0,1,0,0,0,2,2,2,2,0,1,2,0,0,2,2,2,0,0,0,1,7,0,1,2,2,4,2,1,0,0,1,0,0,3,7,0,0,0,6,2,1,2,1,0,4,0,0,3,1,2
2336,0,0,0,2,2,2,1,2,2,0,0,0,0,2,0,3,2,0,1,1,2,2,2,2,2,1,0,0,3,1,1,0,2,0,0,2,0,0,0,0,0,0,0,2,5,2,0,1,1,0,5,4,0,1,1,3
2337,0,2,3,1,1,0,1,1,1,0,2,2,2,2,0,2,1,1,2,1,0,0,0,0,2,5,6,1,3,1,0,1,0,2,2,0,3,0,2,2,6,1,1,2,3,3,1,0,0,0,1,3,1,0,1,1
2338,1,1,0,0,0,0,0,2,2,2,2,2,2,0,0,1,0,0,0,1,2,2,2,2,0,2,6,1,1,1,1,1,0,2,2,0,3,0,2,1,6,1,1,0,2,2,1,0,0,0,6,3,1,3,0,1
2339,2,3,0,0,0,1,1,1,3,0,2,2,0,1,1,2,0,0,0,0,2,2,1,2,1,0,9,0,1,2,1,2,2,0,2,0,1,0,2,1,9,1,1,1,4,2,2,2,0,2,0,4,1,3,1,3
2340,0,2,0,0,0,3,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,5,9,0,0,0,0,2,0,0,1,1,1,1,2,3,9,1,1,1,4,0,2,2,0,2,0,2,0,1,0,4
2341,0,1,0,0,0,3,0,1,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,3,8,0,3,2,2,5,2,2,2,0,1,1,2,0,8,1,1,0,1,1,1,2,0,0,3,1,0,2,0,3
2342,2,1,0,0,0,0,2,2,2,0,1,1,1,2,2,0,0,1,0,2,0,0,1,2,0,3,4,0,0,2,2,2,0,1,0,2,0,0,1,2,4,1,0,0,4,0,2,0,0,0,0,3,1,2,0,2
2343,2,1,1,2,2,2,2,2,2,0,2,0,2,2,0,3,1,1,0,1,0,0,0,0,0,1,7,0,3,1,1,4,2,0,2,0,1,0,1,2,7,1,0,0,6,2,0,2,3,0,5,2,1,0,0,0
2344,2,1,3,1,1,0,3,3,3,1,0,2,2,1,1,3,0,0,2,0,0,0,3,0,1,5,6,1,1,2,0,1,0,2,0,0,3,1,0,0,6,0,0,0,3,3,1,1,0,2,1,3,1,3,1,1
2345,2,1,2,1,1,3,1,2,0,1,0,0,0,0,0,2,2,2,1,2,1,1,2,1,1,4,9,0,1,2,1,2,3,2,2,0,1,0,1,2,9,1,1,1,6,0,0,2,0,0,6,1,0,3,1,5
2346,2,1,1,0,0,0,1,0,0,0,2,2,2,0,0,1,2,0,1,0,1,1,0,1,2,5,2,0,1,0,0,2,0,2,1,1,1,0,1,2,2,1,1,2,3,2,0,1,0,0,2,1,2,0,1,2
2347,0,1,2,0,0,0,3,1,1,0,2,0,0,2,0,3,2,0,1,1,0,0,2,1,0,0,1,1,1,2,0,1,0,0,0,2,1,1,1,1,1,1,1,0,4,2,0,0,1,1,0,0,2,1,0,3
2348,0,3,2,0,0,0,1,0,2,0,1,1,1,2,0,0,0,0,0,0,1,1,1,2,2,4,9,0,1,1,1,2,0,2,2,0,1,0,0,3,9,2,2,2,6,2,0,2,0,2,6,2,0,3,1,3
2349,1,2,1,0,0,0,1,0,0,0,1,2,2,2,0,3,2,0,1,2,2,2,3,0,0,0,1,1,0,2,2,1,2,1,2,0,1,2,1,1,1,0,0,0,1,3,2,1,3,0,1,4,1,1,1,4
2350,0,3,3,1,1,2,1,1,1,0,0,0,0,1,2,0,0,1,0,0,2,2,0,2,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,2,1,1,1,2,3,3,1,1,1,3
2351,1,1,0,0,0,3,1,0,2,0,1,0,0,1,1,3,0,1,0,0,2,2,0,2,1,3,7,0,0,0,0,4,2,2,2,0,1,1,1,1,7,2,2,2,2,1,2,1,2,2,1,1,3,0,1,0
2352,3,1,0,1,1,2,1,3,3,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,1,3,5,0,3,1,1,3,3,2,1,0,2,0,1,1,5,1,1,1,4,3,2,2,1,0,4,0,0,1,0,5
2353,0,1,2,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,2,0,0,0,1,0,2,3,6,1,1,1,0,1,2,1,1,0,3,0,1,2,6,0,0,2,4,2,0,1,0,1,1,4,0,0,0,1
2354,0,1,1,2,2,1,3,3,1,1,2,2,2,2,0,0,1,2,0,1,0,0,1,2,0,0,2,0,1,2,0,2,2,0,2,0,1,0,2,3,2,1,1,0,0,0,0,1,0,0,3,2,3,3,1,0
2355,1,0,2,0,0,3,3,1,3,0,2,0,0,2,2,0,0,0,2,0,2,2,0,0,1,5,9,0,3,1,1,2,0,1,0,2,1,0,2,2,9,1,1,1,0,1,0,2,0,1,2,3,0,1,1,0
2356,3,1,0,3,3,0,2,2,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,2,1,5,5,0,1,2,1,3,0,1,1,1,2,1,1,1,5,1,1,1,3,3,1,0,1,0,3,4,0,1,0,5
2357,1,1,0,0,0,3,1,1,3,0,0,0,0,1,2,2,1,0,0,2,0,0,1,2,1,3,9,0,0,2,0,2,2,0,1,1,1,0,2,1,9,0,0,0,5,0,0,2,0,2,0,3,2,1,0,0
2358,3,3,0,1,1,2,1,0,0,0,2,0,0,0,0,2,2,0,1,1,0,0,2,1,1,2,7,0,1,2,0,4,1,0,2,2,1,1,2,1,7,1,1,1,4,2,0,1,1,1,6,3,1,0,1,0
2359,2,1,0,0,0,0,3,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,8,0,1,2,0,5,2,0,0,0,1,0,0,0,8,0,0,0,1,1,1,2,0,0,5,4,0,2,0,5
2360,0,3,0,2,2,2,1,2,2,2,1,1,1,2,0,1,1,0,0,2,0,0,2,1,1,0,1,1,3,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1,0,3,2,0,3,0,1,1,3,1,1,4
2361,2,3,0,1,1,3,0,3,3,1,1,0,1,1,1,0,0,0,2,0,0,0,2,2,1,5,3,0,1,0,0,1,2,1,2,0,2,1,0,0,3,2,2,2,4,1,1,2,0,2,5,1,3,0,0,1
2362,3,1,2,1,1,2,3,1,1,2,0,1,0,0,0,2,1,1,1,1,0,0,1,2,0,3,9,0,1,2,2,2,0,0,1,1,1,0,1,3,9,1,1,0,6,2,2,2,0,2,2,0,0,1,1,0
2363,2,0,0,2,2,2,3,2,2,2,0,0,0,1,1,1,0,1,1,0,2,2,0,1,1,1,4,0,1,2,2,2,0,0,0,1,0,2,2,2,4,1,1,1,0,1,2,2,0,0,0,3,0,2,0,4
2364,3,2,0,1,1,1,1,1,0,0,0,0,0,2,0,3,0,1,0,1,0,0,2,1,0,1,9,0,0,0,0,2,0,0,2,2,1,1,2,0,9,0,0,0,2,0,2,2,2,2,0,4,0,3,0,3
2365,3,1,0,3,3,2,3,1,3,0,0,0,1,2,0,1,2,0,0,1,1,1,1,2,1,1,7,0,1,2,1,4,2,2,2,0,1,0,2,2,7,1,1,1,0,1,0,2,3,0,2,1,2,0,0,4
2366,2,2,1,0,0,3,1,0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,2,1,0,0,3,0,0,2,0,1,2,1,1,1,2,1,2,0,3,0,1,0,4,2,0,1,2,0,2,1,3,2,0,3
2367,3,3,2,3,3,0,1,0,3,1,0,2,1,1,1,1,0,1,2,0,2,2,0,0,1,3,8,0,1,2,2,5,2,0,0,2,1,0,1,1,8,1,1,1,1,1,1,2,0,0,6,3,2,3,0,4
2368,3,3,0,1,1,1,1,3,1,1,0,2,2,1,2,1,0,0,2,0,2,2,2,1,1,4,4,0,1,2,2,2,0,0,0,1,0,2,1,1,4,1,1,1,3,0,2,0,0,2,0,3,2,2,0,3
2369,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,1,4,10,0,1,2,0,2,2,1,2,0,4,1,2,1,10,2,2,2,4,0,0,0,2,0,0,4,1,0,1,0
2370,3,0,3,0,0,1,3,3,3,1,0,2,2,0,0,2,1,1,0,2,0,0,0,0,0,3,4,0,1,2,0,2,2,1,0,0,0,0,1,1,4,2,2,2,6,2,2,1,0,2,3,3,1,2,0,4
2371,3,1,3,1,1,3,1,1,1,1,0,0,0,2,2,2,0,1,0,2,0,0,2,2,0,0,4,0,1,2,0,2,3,0,1,1,0,3,2,2,4,0,0,0,6,2,0,0,0,1,0,3,0,2,0,3
2372,0,1,0,0,0,3,1,1,1,1,2,2,2,1,0,1,2,1,0,1,0,0,1,2,2,1,6,1,1,1,2,1,0,2,0,2,3,1,0,0,6,1,1,2,3,0,2,1,0,0,0,1,1,1,0,4
2373,0,1,0,0,0,2,2,0,1,0,0,0,0,2,0,3,2,1,0,1,0,0,3,0,0,1,2,0,1,2,0,2,3,0,1,2,1,1,0,0,2,2,2,2,0,2,0,0,3,0,3,1,3,3,0,2
2374,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,1,1,0,0,1,1,2,1,1,3,4,0,1,0,1,2,2,1,2,2,0,0,2,2,4,1,1,1,3,3,0,2,0,2,2,3,1,2,0,4
2375,0,3,1,2,2,0,2,1,0,0,2,2,2,2,0,1,1,0,1,2,2,2,0,0,0,5,0,0,1,1,1,0,1,1,2,0,0,1,1,3,0,1,1,0,5,2,0,0,0,0,6,3,0,0,1,0
2376,2,1,0,0,0,2,0,1,1,0,0,0,1,0,0,2,1,1,1,1,2,2,1,2,2,1,7,0,1,1,1,4,0,2,2,0,1,1,1,3,7,1,0,2,5,1,2,2,1,1,4,2,3,3,1,0
2377,2,1,2,1,1,2,0,3,3,1,0,2,2,0,0,2,1,1,1,1,0,0,2,1,1,0,2,0,1,1,0,2,3,2,1,1,1,2,2,2,2,1,1,1,0,0,2,2,1,1,2,0,1,0,1,3
2378,3,3,0,0,0,1,1,3,3,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,5,0,0,0,0,0,0,3,1,2,2,0,1,3,2,0,1,1,0,6,0,0,0,0,2,5,2,0,2,1,3
2379,2,1,3,1,1,0,1,0,2,0,2,0,0,2,2,2,1,0,0,2,2,2,2,1,1,0,2,0,2,0,0,2,1,2,2,0,1,0,2,2,2,0,0,0,5,2,2,0,1,2,2,3,1,0,0,3
2380,3,1,2,1,1,1,1,1,3,1,0,2,2,0,0,1,2,2,1,2,2,2,2,1,1,0,10,0,1,2,2,2,1,1,2,1,4,1,2,0,10,1,1,1,5,1,0,0,2,0,1,1,2,1,1,1
2381,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,1,0,0,5,6,1,2,0,0,1,2,2,2,0,3,2,1,2,6,0,0,0,3,1,1,1,0,0,1,0,1,0,1,1
2382,3,1,3,1,1,2,1,3,3,1,0,0,0,2,0,3,2,1,0,2,0,0,2,1,1,0,1,1,1,1,2,1,0,1,1,1,1,2,1,3,1,1,0,0,1,1,2,2,3,1,1,4,1,1,1,4
2383,0,1,0,0,0,0,2,0,0,0,2,2,2,0,0,0,1,2,1,2,0,0,1,2,1,1,1,1,1,1,2,1,2,0,1,1,1,0,0,0,1,2,2,2,3,0,1,1,3,1,0,4,3,1,1,4
2384,2,1,0,0,0,2,2,3,3,2,2,1,1,0,0,3,2,1,0,1,0,0,0,0,0,3,3,0,1,2,0,1,1,2,2,0,2,0,2,2,3,0,0,0,4,1,2,1,1,1,2,0,2,1,0,1
2385,3,2,0,1,1,2,2,0,1,0,0,2,2,2,2,2,2,2,1,2,0,0,2,2,0,1,5,0,2,0,0,3,3,2,0,2,2,0,2,0,5,0,0,0,3,1,1,1,1,1,6,2,2,0,1,5
2386,1,0,0,0,0,2,2,3,3,1,1,2,2,0,0,2,2,0,0,1,1,1,0,2,0,3,2,0,1,1,1,2,0,0,1,1,1,1,0,0,2,1,1,0,2,2,0,2,1,1,0,0,0,0,1,2
2387,2,1,0,1,1,0,1,0,0,0,2,0,0,2,2,0,0,2,0,0,1,1,3,0,0,5,9,0,0,0,1,2,2,0,1,1,1,0,1,2,9,1,1,0,6,0,0,1,0,0,2,1,0,1,0,0
2388,2,0,3,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,2,1,1,1,0,2,0,0,9,0,1,2,1,2,1,2,2,0,1,0,2,3,9,0,0,0,1,0,0,1,0,0,2,1,0,3,1,2
2389,3,1,2,1,1,2,3,1,0,1,0,2,2,0,0,1,2,0,0,2,0,0,2,1,0,3,2,0,0,0,0,2,2,1,2,1,1,0,2,2,2,1,1,0,5,1,0,0,0,2,2,3,1,1,1,0
2390,1,2,0,3,3,0,1,0,1,2,0,0,1,2,0,0,1,0,0,0,1,1,1,2,2,2,4,0,3,2,2,2,2,0,1,1,0,1,1,0,4,2,2,2,4,3,2,1,0,0,0,3,1,2,0,3
2391,2,0,0,2,2,3,1,0,0,1,2,2,2,0,0,2,2,0,0,1,0,0,1,2,0,5,9,0,0,2,2,2,1,0,2,0,1,1,3,2,9,1,1,0,0,0,2,1,2,2,6,3,0,1,1,1
2392,3,2,0,3,3,2,3,2,1,0,2,0,0,0,0,3,2,0,0,1,2,2,2,1,1,5,6,1,1,1,1,1,2,0,1,1,3,3,1,2,6,1,1,1,4,3,2,0,3,1,1,3,1,2,1,5
2393,0,1,1,2,2,2,2,0,2,0,2,0,2,2,2,1,0,1,2,2,0,0,0,0,0,0,7,0,3,1,2,4,2,0,1,1,1,1,2,0,7,0,0,0,2,3,1,2,0,0,5,0,3,3,1,4
2394,3,3,1,0,0,2,1,3,1,1,1,2,0,1,2,0,2,0,0,0,1,1,1,2,0,0,4,0,0,2,2,2,3,1,0,2,0,0,3,2,4,1,1,0,0,1,2,1,0,1,0,3,0,2,0,4
2395,0,1,0,0,0,2,2,1,3,0,0,1,1,0,0,2,2,0,0,1,0,0,1,2,0,5,2,0,1,2,2,2,0,0,2,0,1,1,1,3,2,0,0,0,0,2,0,1,0,1,3,1,0,0,1,2
2396,2,0,0,1,1,3,2,2,0,0,0,2,0,1,2,3,2,0,0,2,0,0,3,0,0,1,7,0,0,2,0,4,2,1,1,1,1,0,0,3,7,1,1,0,6,1,2,2,3,1,5,1,0,3,1,0
2397,2,1,0,0,0,3,1,0,0,0,2,2,2,0,0,1,2,0,0,2,2,2,0,0,0,4,4,0,3,1,1,2,2,0,0,2,0,1,1,1,4,0,0,0,3,2,2,1,0,1,0,1,0,2,0,3
2398,3,3,0,1,1,0,1,2,0,0,0,1,1,0,0,2,1,0,2,2,0,0,0,0,1,3,1,1,1,2,2,1,0,0,1,1,1,0,0,0,1,1,1,1,4,3,2,2,1,0,2,4,3,1,1,1
2399,2,1,0,0,0,1,1,3,1,0,1,0,0,0,0,2,2,0,1,1,0,0,1,2,2,4,9,0,1,2,2,2,2,0,1,1,1,0,0,0,9,1,1,2,5,0,2,2,0,2,3,3,0,3,1,1
2400,1,1,1,0,0,2,1,2,0,0,2,0,2,1,1,2,0,0,2,0,0,0,2,1,1,3,1,1,0,0,0,1,3,2,1,1,1,0,1,2,1,1,1,1,1,2,2,1,1,0,3,4,0,1,1,1
2401,0,1,0,2,2,2,1,3,3,1,0,0,2,0,0,3,2,1,1,1,0,0,0,0,1,5,9,0,1,2,2,2,0,0,1,1,1,1,0,1,9,1,1,1,4,2,2,2,2,2,6,3,0,1,0,3
2402,0,1,0,2,2,0,1,0,0,1,0,2,2,2,0,0,0,0,2,2,2,2,0,1,0,4,6,1,1,0,0,1,3,0,1,1,3,0,1,1,6,1,1,0,3,0,1,1,0,0,1,4,1,3,0,1
2403,2,1,0,0,0,0,1,2,2,1,0,2,2,0,0,2,2,0,1,2,2,2,2,1,0,1,2,0,2,0,0,2,0,1,0,1,1,3,2,2,2,1,1,0,6,0,0,0,3,0,2,4,1,0,0,2
2404,0,0,3,2,2,0,1,1,1,1,2,2,2,2,0,0,0,1,0,2,0,0,1,2,0,3,8,0,1,2,0,5,1,2,2,0,1,1,1,3,8,0,0,0,1,1,1,2,1,0,5,1,0,3,1,3
2405,2,0,1,2,2,0,1,1,0,0,0,0,2,1,0,1,2,2,1,1,0,0,3,0,0,1,7,0,0,2,0,4,2,1,2,0,1,0,2,3,7,1,1,0,4,0,2,1,2,0,4,2,3,3,0,5
2406,3,1,3,1,1,2,0,3,1,2,0,1,0,1,2,2,0,1,1,0,0,0,0,0,0,3,8,0,1,2,2,5,1,2,2,0,1,1,3,1,8,1,1,0,1,3,1,1,3,0,6,1,0,3,0,3
2407,0,1,0,0,0,0,2,2,0,1,0,2,2,2,0,3,2,0,0,2,2,2,3,0,0,0,6,1,3,1,1,1,2,2,2,0,3,1,2,0,6,0,0,0,4,1,1,2,0,2,1,3,1,3,0,4
2408,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2,2,0,0,2,0,2,0,1,2,2,2,2,0,2,0,1,0,0,1,2,2,2,2,5,2,2,2,2,0,2,2,0,3,1,3
2409,0,1,0,0,0,0,1,0,0,0,2,0,2,1,0,3,1,1,0,1,2,2,2,2,2,3,0,0,0,0,0,0,2,2,2,0,0,1,2,3,0,0,0,2,0,2,0,1,2,0,0,3,0,1,1,3
2410,2,1,3,1,1,0,0,1,1,0,0,0,0,2,0,3,2,2,1,1,2,2,2,1,0,4,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,1,2
2411,0,0,0,2,2,2,0,0,2,2,1,1,0,1,1,3,0,0,2,0,2,2,0,0,1,0,5,0,1,2,2,3,0,2,2,0,2,1,1,1,5,1,1,1,3,3,1,1,1,1,6,0,0,3,1,3
2412,2,1,2,1,1,0,1,1,1,1,0,0,0,0,0,1,2,0,0,1,2,2,1,0,1,2,9,0,2,0,0,2,0,1,0,2,1,0,3,2,9,1,1,1,6,1,2,1,0,2,4,0,0,2,1,2
2413,2,1,0,1,1,0,2,2,2,1,1,2,2,0,0,3,2,2,1,1,1,1,1,2,1,5,6,1,1,2,1,1,0,1,1,1,3,0,1,1,6,1,1,1,1,3,1,0,0,1,1,4,2,2,0,3
2414,0,2,3,0,0,3,2,0,0,2,0,0,2,0,0,1,2,1,0,2,1,1,3,0,1,0,9,0,1,1,1,2,3,0,1,1,1,2,1,2,9,1,0,0,0,3,2,2,0,0,6,3,1,1,0,0
2415,2,3,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,2,2,1,5,0,1,2,1,3,1,0,2,0,2,3,0,1,5,1,1,2,3,3,1,2,2,1,6,3,2,0,0,5
2416,0,1,0,0,0,3,2,0,0,0,2,2,2,0,0,1,2,0,0,2,2,2,3,0,0,1,7,0,0,0,0,4,3,0,1,2,1,1,2,0,7,1,1,0,6,0,2,1,1,2,4,2,3,0,1,5
2417,0,0,0,2,2,0,0,0,2,1,2,2,2,0,0,2,2,2,1,1,0,0,1,1,0,0,1,1,1,1,2,1,0,1,2,1,1,0,1,2,1,0,0,0,0,1,2,1,1,0,1,4,1,1,1,1
2418,3,2,0,0,0,2,0,2,2,0,0,2,2,0,0,0,0,0,2,0,2,2,1,1,0,5,2,0,1,0,0,2,0,0,1,1,1,0,1,3,2,1,1,0,1,0,0,2,0,2,3,4,1,0,1,0
2419,0,1,1,2,2,2,1,3,0,2,2,1,0,1,1,0,0,2,1,0,0,0,2,0,1,3,7,0,3,2,2,4,0,2,2,0,1,1,0,0,7,2,2,2,2,3,2,1,3,0,0,4,2,3,1,0
2420,2,1,1,2,2,2,3,1,2,0,2,0,0,2,0,3,2,1,0,1,0,0,3,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,2,3,0,0,0,0,4,2,0,0,1,0,6,2,1,1,0,3
2421,1,2,3,3,3,0,3,1,1,1,2,2,1,0,0,1,2,2,0,2,2,2,0,2,1,0,5,0,0,0,0,3,0,0,0,2,2,2,0,2,5,1,1,1,1,3,1,2,0,1,3,0,3,1,0,4
2422,1,2,0,0,0,2,3,2,2,1,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8,0,1,2,0,5,0,0,1,0,1,0,1,2,8,1,1,0,1,3,1,2,1,0,6,3,0,3,0,4
2423,3,1,0,1,1,0,1,2,0,0,1,0,1,1,1,2,0,0,2,0,0,0,2,1,1,5,5,0,1,2,0,3,0,0,1,1,2,0,2,3,5,1,1,1,3,1,2,1,1,1,4,0,0,1,0,5
2424,3,1,0,1,1,3,0,0,0,0,0,0,0,2,2,3,2,0,0,2,0,0,2,2,0,5,3,0,1,2,0,1,2,0,0,2,2,1,2,1,3,1,1,0,4,1,1,2,0,1,3,3,2,2,0,1
2425,3,3,0,1,1,0,0,0,1,2,1,1,1,2,1,3,0,0,2,0,2,2,3,0,1,5,0,0,3,1,1,0,0,2,2,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0,6,3,0,0,1,2
2426,3,1,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,2,1,6,1,1,0,0,1,0,1,2,0,3,1,1,1,6,0,0,2,5,2,1,2,3,2,1,3,2,2,1,4
2427,2,1,1,0,0,1,1,3,1,0,2,0,0,1,2,0,0,2,1,0,1,1,3,0,0,1,8,0,1,2,2,5,0,2,2,0,1,2,2,2,8,1,1,0,1,1,1,2,1,0,3,0,0,2,0,3
2428,1,1,0,0,0,2,1,0,0,1,0,2,2,0,0,2,2,1,1,2,2,2,2,1,0,3,5,0,1,1,1,3,1,0,2,1,2,2,1,2,5,1,1,0,4,3,1,1,0,1,2,1,3,0,0,5
2429,0,3,0,0,0,3,0,3,3,0,2,2,2,1,2,2,1,1,1,0,1,1,1,2,0,0,0,0,3,1,1,0,2,1,2,2,0,1,2,1,0,1,1,0,4,0,0,0,3,0,6,3,0,2,0,2
2430,3,0,0,0,0,3,1,1,1,0,2,2,2,1,1,2,0,2,0,0,1,1,2,2,1,4,9,0,2,0,0,2,2,1,0,0,1,1,2,0,9,2,2,2,0,1,2,1,0,2,6,1,0,1,1,1
2431,1,0,1,2,2,0,3,1,0,1,1,1,0,0,0,1,1,2,0,1,0,0,0,2,1,0,6,1,1,1,1,1,0,0,0,0,3,0,3,2,6,2,2,2,0,2,1,2,0,1,4,3,0,2,0,1
2432,0,1,0,0,0,3,1,0,0,1,2,2,2,0,0,2,2,0,1,1,2,2,0,0,2,0,3,0,0,2,2,1,0,1,1,1,2,0,2,1,3,1,1,2,4,1,0,0,0,2,4,0,2,3,1,5
2433,1,1,3,1,1,3,1,1,3,0,1,0,1,0,0,3,2,2,1,1,1,1,2,1,1,4,0,0,1,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,4,0,0,1,0,0,6,2,0,1,1,4
2434,2,0,0,2,2,1,2,1,2,1,2,2,2,1,1,1,0,1,1,0,1,1,2,1,1,5,7,0,1,2,1,4,0,2,2,2,1,1,3,2,7,1,0,0,2,2,0,2,3,1,4,2,3,2,0,0
2435,0,3,1,1,1,0,3,2,0,1,0,0,0,0,0,2,2,1,0,1,2,2,2,1,2,4,2,0,0,0,0,2,3,0,1,1,1,1,3,2,2,1,0,2,2,1,2,2,0,0,2,2,3,3,1,2
2436,3,3,3,3,3,0,1,0,1,2,0,1,1,2,0,1,2,2,0,2,0,0,0,2,2,1,1,1,1,1,0,1,0,0,1,2,1,0,2,0,1,2,0,2,3,3,2,1,1,1,4,0,3,1,1,1
2437,0,0,0,2,2,0,3,0,0,0,0,2,2,0,0,3,1,1,0,1,0,0,2,1,0,0,6,1,0,2,0,1,2,0,1,1,3,1,1,1,6,1,1,0,4,2,2,0,0,0,1,4,2,2,0,1
2438,0,3,0,2,2,2,1,0,0,0,2,0,0,2,0,2,2,1,0,1,0,0,2,2,0,3,0,0,1,1,2,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,2
2439,0,1,3,0,0,2,2,2,2,2,2,1,0,0,0,3,2,1,1,1,2,2,1,2,0,0,5,0,1,1,1,3,0,1,1,1,2,2,2,1,5,1,1,0,3,3,1,2,1,1,4,1,3,3,0,3
2440,3,1,0,3,3,1,3,3,3,1,2,2,1,1,1,1,0,0,2,0,1,1,2,1,1,0,9,0,1,1,1,2,2,2,2,0,1,0,3,2,9,1,0,0,0,0,2,2,0,2,6,1,0,1,0,4
2441,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,5,10,0,0,0,0,2,1,2,2,1,4,1,2,1,10,1,1,0,3,2,2,0,3,1,5,4,0,0,0,2
2442,1,1,2,0,0,2,1,3,1,0,1,1,1,0,2,1,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,1,3,0,1,1,2,0,2,0,3,1,1,0,4,0,0,0,0,1,3,1,3,3,0,5
2443,2,1,0,1,1,2,2,0,0,1,0,2,2,1,1,2,0,2,0,0,1,1,1,1,1,1,0,0,1,2,1,0,2,1,0,1,0,1,2,0,0,2,2,2,5,0,0,0,2,2,2,4,0,3,1,3
2444,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,1,1,4,0,0,0,0,2,0,1,0,2,0,0,1,2,4,1,2,2,0,2,0,1,0,1,3,1,0,2,0,4
2445,2,2,2,3,3,0,1,0,0,2,2,1,1,0,0,2,2,1,1,1,2,2,0,0,1,3,6,1,1,2,2,1,1,1,2,0,3,0,2,2,6,1,1,1,3,2,0,2,0,2,1,3,1,2,0,1
2446,1,1,0,0,0,3,3,3,3,0,2,2,0,2,0,2,0,0,0,1,2,2,2,1,0,1,7,0,1,0,0,4,0,0,1,1,1,0,1,2,7,1,1,0,4,2,0,2,0,1,2,1,1,3,1,4
2447,2,3,3,3,3,1,1,1,1,1,0,2,0,2,2,2,0,1,2,2,1,1,1,2,1,0,1,1,0,2,2,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1
2448,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,2,0,2,0,0,2,0,2,3,9,0,1,1,0,2,2,0,0,0,1,1,1,1,9,1,1,2,5,2,2,1,2,2,6,0,2,1,0,3
2449,2,3,3,3,3,3,2,0,0,0,0,0,1,2,0,1,2,0,0,0,1,1,2,1,0,5,4,0,3,1,1,2,0,0,0,1,0,0,2,3,4,1,1,0,0,1,0,2,0,1,4,3,1,2,0,3
2450,1,1,0,0,0,0,1,0,2,2,0,1,2,2,2,1,1,1,1,2,1,1,1,2,0,5,10,0,1,2,1,2,0,0,1,1,4,0,0,3,10,1,1,0,5,3,1,2,1,1,0,1,1,3,0,1
2451,0,1,0,0,0,3,3,1,3,0,1,2,0,0,0,1,1,0,2,1,1,1,0,1,1,4,2,0,3,1,1,2,1,0,0,1,1,0,3,2,2,1,1,1,5,2,0,1,0,2,2,1,2,0,0,0
2452,2,1,0,0,0,3,2,1,0,0,0,0,0,2,2,2,1,1,1,0,2,2,0,2,0,0,2,0,3,1,1,2,0,2,2,2,1,0,2,3,2,1,1,0,0,0,0,0,1,0,0,4,1,0,1,2
